Flightno,FlightDepcode,FlightArrcode,PlannedDeptime,PlannedArrtime,prob
ZH9725,SYX,WUX,1499306100,1499316900,0.043594275045547436
ZH9753,CGO,NNG,1499748900,1499757300,0.02642101308688002
ZH9383,NKG,HRB,1499923500,1499934000,0.02347190424730101
ZH9369,WUH,SHE,1500009000,1500018000,0.04096651538480012
ZH9301,CGO,NZH,1500100500,1500110400,0.015637033239387373
ZH9726,WUX,SYX,1501067700,1501078800,0.37255378841736647
ZH9867,CAN,NKG,1501334700,1501342800,0.052028076004891996
CZ3270,INC,CAN,1499481600,1499492700,0.04224649769679917
CZ3135,CAN,TSN,1500277500,1500288900,0.11190984196609025
CZ3806,XMN,CAN,1501511400,1501516500,0.15580772042434524
CA1133,PEK,UCB,1498950000,1498954800,0.023666135590983392
CA1693,PEK,JMU,1499748900,1499757300,0.016361160249671637
CA1210,XIY,PEK,1499923800,1499930700,0.02068318044589432
CA1238,YCU,PEK,1500100800,1500106800,0.5787845395763292
CA1279,PEK,DNH,1500804000,1500815700,0.0872501291417548
CA1295,PEK,URC,1500983700,1500999000,0.02697339885831073
9C8621,HRB,YTY,1498864200,1498875000,0.026311075500190788
9C8828,KMG,HJJ,1499746500,1499751900,0.005189463377824098
9C8858,LHW,NGB,1499832900,1499843100,0.006857993551737811
MU5671,HGH,TAO,1498950300,1498956900,0.026668543687419256
MU5481,TAO,SHE,1499219100,1499225400,0.018391902495929077
MU2177,NGB,KMG,1500099300,1500110400,0.10805959039156617
MU2393,XIY,INC,1500714600,1500719700,0.013760247901408295
MU2358,XNN,XIY,1501069200,1501074600,0.055437660764430484
FM9328,CGO,PVG,1498952400,1498958400,0.01676039245381199
FM9389,PVG,CGO,1499041200,1499049000,0.039932542379311625
FM9171,PVG,HRB,1499126400,1499136900,0.02192166586940547
FM9391,SHA,CSX,1499394900,1499402100,0.037950714544811325
FM9357,SHA,SWA,1499832600,1499840400,0.010575027821377526
FM9116,TSN,XMN,1499923800,1499941800,0.4233888856522389
FM9116,TSN,SHA,1499923800,1499931000,0.13799627366555625
FM9354,WEH,PVG,1500714000,1500720900,0.4316706074285573
FM9204,XIY,SHA,1501243200,1501251300,0.02779750275809096
CZ6981,URC,SHA,1499217900,1499234700,0.06044171176039191
CZ6902,PEK,URC,1500187200,1500201900,0.05112681532339665
CZ6982,SHA,URC,1500276000,1500296400,0.03971895788794271
CZ6887,URC,CAN,1500980400,1500997800,0.12615209066655075
CA1985,PVG,CGQ,1499041500,1499051400,0.04130788144653339
CA1985,PVG,CGQ,1499127900,1499137800,0.020198305112161585
CA1894,SZX,PVG,1499570100,1499578500,0.01346599479226469
CA1949,PVG,CTU,1500538200,1500550200,0.06374558278847067
CA1978,INC,PVG,1501156800,1501166700,0.23663706276183663
CA1866,CAN,PVG,1501333200,1501341900,0.5632327563587161
CZ3642,KWE,CKG,1499126400,1499129700,0.012392376209851943
CZ3642,CKG,CGO,1499480100,1499486400,0.02152643277645584
CZ6640,WNZ,CGO,1499570700,1499579100,0.02385896111483977
CZ3395,INC,CGO,1499747100,1499753100,0.020797386739338706
CZ8586,DNH,XNN,1499922000,1499927400,0.005132710427141756
CZ3492,JHG,KMG,1500009900,1500013800,0.03916988676519313
CZ3492,KMG,CGO,1500363000,1500372900,0.05883565438201776
CZ6369,KMG,JHG,1500454200,1500458100,0.03109786102383524
CZ6297,CGO,KWE,1500629700,1500638400,0.021916188385948263
CZ3840,HGH,CGO,1501246500,1501252800,0.04471068734973253
CZ6319,SYX,XIY,1498951200,1498962000,0.023157342183827413
CZ6513,SYX,WUH,1499043000,1499051700,0.017338272223963832
CZ6742,CAN,SYX,1499218200,1499223900,0.05698451029495865
CZ6359,CGO,HRB,1499922900,1499932200,0.015448258454185316
CZ393,SYX,CAN,1500008700,1500014400,0.04285168571634369
CZ6320,HET,XIY,1500184800,1500191100,0.07297841678218818
CZ6320,XIY,SYX,1500453900,1500464700,0.11725702078998894
CZ6586,XIY,SYX,1500540300,1500551100,0.07250576287177614
CZ6757,SYX,SZX,1501246200,1501251600,0.047755760384303035
CZ6308,CKG,SYX,1501336200,1501345500,0.2123839696930121
3U8811,CTU,TNA,1499127600,1499136000,0.018308738792877186
3U896V,PVG,CTU,1499304600,1499313600,0.044025162010645866
3U8738,CAN,CTU,1499480700,1499489700,0.02196338978043221
3U8325,CZX,FOC,1500714300,1500719400,0.9006694203140159
3U8966,PVG,CTU,1500982800,1500995100,0.038095252781664646
CZ3122,PEK,CAN,1500715800,1500727800,0.09624053908769417
CZ3439,CAN,CKG,1501246200,1501254000,0.04818048820991265
MU2220,CTU,AQG,1499040000,1499048100,0.02951392258241742
MU5595,CTU,ZUH,1499303100,1499312100,0.029153164514677886
MU2295,CTU,XIY,1499569500,1499575200,0.018776192907521964
MU5545,PVG,YNT,1499656200,1499662200,0.026632553440337773
MU5322,CAN,CTU,1499922600,1499931600,0.05195563333746948
MU2219,AQG,CTU,1500538200,1500547500,0.008753825685744928
MU5373,KHN,NGB,1500629100,1500633300,0.024587239572437625
MU2296,XIY,CTU,1501336200,1501342500,0.042579371609575166
MU5417,PVG,CTU,1501419900,1501432200,0.028362860663844216
ZH9843,SZX,NKG,1499216700,1499225400,0.03262096459298357
ZH9693,CAN,YTY,1499303100,1499311800,0.05114683083415351
ZH9301,CGO,NZH,1500186900,1500196800,0.019773149552729633
ZH9939,SZX,JUZ,1501066800,1501072500,0.016171818393215638
ZH9645,WUX,CGQ,1501157400,1501166700,0.05174075705189196
CA4161,KWE,PEK,1498951800,1498962300,0.012446147864364206
CA1316,CAN,PEK,1500363000,1500374400,0.20454731644531693
CA1489,PEK,KOW,1500451500,1500461700,0.05491914793102689
CA1651,PEK,SHE,1499043000,1499048400,0.02271497264938003
CA1575,PEK,TAO,1499218200,1499223900,0.027962830716344002
CA1225,PEK,XIY,1500276000,1500283800,0.04515035560506762
CA1885,PEK,SHA,1500805800,1500813600,0.19600739050812938
CA1504,NKG,PEK,1501159500,1501166700,0.4452762198020985
CA4526,JZH,CKG,1499658000,1499663400,0.018510313471743506
CA4571,CKG,ZUH,1500453600,1500461400,0.0565394467577419
CA4345,CKG,SZX,1500806700,1500815100,0.08259307220044448
CA4345,CKG,SZX,1500893100,1500901500,0.07326527105593951
CA1432,CKG,PEK,1499832900,1499842500,0.009711800349133413
MU787,WNZ,PVG,1499129100,1499133600,0.02232367969090779
MU2334,LXA,XIY,1499832900,1499843700,0.10706249118882652
MU5414,CTU,PVG,1500364200,1500375000,0.03971415633792738
MU2193,XIY,WUH,1500452700,1500456600,0.01679604190605418
MU2300,URC,XIY,1501335000,1501346100,0.009034752901647581
MU5370,KMG,PVG,1499042400,1499053800,0.044329857615334145
MU2855,CTU,NKG,1499304600,1499313600,0.03520747394460225
ZH9641,SZX,YNT,1499041500,1499053200,0.02951153384057197
ZH9893,SZX,HFE,1499394900,1499403000,0.03900620315324906
ZH9824,WUX,CAN,1499922000,1499930400,0.03006277827742594
ZH9985,CAN,HFE,1500098400,1500105900,0.1164101651789697
ZH9874,HGH,SZX,1500362100,1500370500,0.9861249509307292
ZH9726,WUX,SYX,1500981300,1500992400,0.9887317092900213
ZH9905,SZX,TNA,1501067400,1501077600,0.043703474295215906
ZH9429,SZX,CKG,1501158600,1501166400,0.03664290095913937
CA1373,PEK,CSX,1499922000,1499931300,0.08439022933627782
CA1636,SHE,PEK,1501069200,1501075500,0.014593488219978787
HU7193,HAK,CGO,1499481000,1499490900,0.049425661641119153
HU7561,XIY,URC,1499658000,1499671800,0.008258729978890848
HU7725,TSN,HRB,1500009900,1500017100,0.02064121825077652
HU7692,HFE,SYX,1500451500,1500461700,0.9880738770035866
HU7372,MIG,HAK,1500891300,1500898800,0.07828585439521889
HU7881,NNG,PEK,1501333500,1501345200,0.08046737439811599
FM9379,PVG,KWL,1498865700,1498875300,0.04307771871921681
FM9189,PVG,JNZ,1498952700,1498961100,0.022912989489263222
FM9353,PVG,WEH,1499480700,1499487900,0.05859086302582069
FM9222,URC,LHW,1499656200,1499665500,0.024105201270187056
FM9397,CSX,KMG,1499748600,1499755800,0.008161467216252487
FM9188,SHE,PVG,1500099900,1500108300,0.07698940840032692
FM9429,HNY,KMG,1500186000,1500193200,0.005967602865956856
FM9398,KMG,CSX,1500451800,1500459300,0.006379449955632249
FM9126,RIZ,PVG,1500630000,1500633900,0.04972412384395525
FM9343,PVG,DYG,1500890700,1500899700,0.021629264488210523
FM9430,HNY,PVG,1501157100,1501164600,0.009431748280613024
MU5102,PEK,SHA,1499126400,1499134800,0.06292582672920606
MU5182,CAN,PEK,1499572500,1499583900,0.04434391395851365
MU5355,SHA,SZX,1500805800,1500814500,0.07360746210960176
MU2312,PEK,DLC,1501160100,1501165800,0.07878840162031014
CZ3716,TAO,CAN,1499127600,1499138700,0.03985782919176814
CZ3822,NKG,CAN,1500452100,1500459900,0.8041651716042107
CZ8542,NZH,HET,1500630000,1500639000,0.09119555455259995
CZ3776,NGB,CAN,1501067100,1501074900,0.010300555219121203
CZ3648,FOC,CAN,1501510500,1501515900,0.12679284609321492
HO1042,KWE,CSX,1499395500,1499401200,0.004182602383475733
HO1160,ZUH,SHA,1499481300,1499489700,0.022422382984130632
HO1180,HRB,PVG,1499746800,1499757300,0.012605005091356288
HO1067,WUX,HAK,1499833200,1499844300,0.0161201813278378
HO1042,CSX,WNZ,1500009000,1500014700,0.004108890676350093
HO1125,SHA,CSX,1500099300,1500107100,0.019844470420049914
HO1029,PVG,HLD,1500185100,1500198900,0.019419386177429655
HO1653,NKG,DLC,1500275700,1500282600,0.007311342733555754
HO1039,PVG,HLD,1500538500,1500552900,0.04695680791678701
HO1068,WUX,TAO,1501069500,1501074300,0.4910068372999088
HO1076,NBS,TAO,1501157400,1501164600,0.30116533267633394
HO1040,HLD,PVG,1501333200,1501346400,0.6530719948643289
HO1284,CGQ,PVG,1501334700,1501345500,0.0675597485913662
ZH9222,XIY,CAN,1498863600,1498874100,0.03268797440311212
ZH9266,KMG,XIY,1499834700,1499843400,0.012797446587239336
ZH9794,KMG,JJN,1500010800,1500021000,0.06357449077261537
ZH9784,SHE,JJN,1500098700,1500110400,0.9552447335419366
ZH9789,JJN,KMG,1500184800,1500194400,0.15554002799736097
ZH9787,CSX,HET,1500276000,1500285600,0.0321747525268636
ZH9795,NKG,TYN,1500363600,1500369900,0.03544657035166232
ZH9212,XIY,SZX,1500539700,1500550200,0.013845242448163103
ZH9917,CAN,JJN,1501068000,1501072800,0.03166193464018923
ZH9672,CZX,CAN,1501158000,1501166100,0.9700691098366978
HU7129,PEK,HRB,1498951500,1498958700,0.015606006260590145
HU7281,HAK,PEK,1500008400,1500021000,0.09170086049162014
HU7801,PEK,CAN,1500363900,1500376200,0.9920566356945891
QW9785,KWL,HAK,1499571600,1499576700,0.0323939070508889
QW9787,TAO,KWE,1499922000,1499933400,0.02962323400008531
QW9865,KHN,ZYI,1500630300,1500637800,0.03771958567443643
QW9862,INC,NKG,1500982800,1500991500,0.05240818957617277
QW9788,KWE,TAO,1501160100,1501170900,0.10400550642588798
QW9852,HFE,TAO,1501511700,1501517400,0.03560148331059022
CA1405,PEK,CTU,1498952400,1498963500,0.017374475878064826
CA1517,PEK,SHA,1500275700,1500283500,0.05031813581129587
CA1516,SHA,PEK,1500893700,1500901800,0.04807201724109777
HU7005,HAK,SZX,1499041500,1499045700,0.049999739325007564
HU7869,CKG,ENY,1499393100,1499398500,0.017199038273819023
HU7286,HRB,DAT,1499924400,1499931900,0.020353445166911937
HU7719,CAN,CGO,1500364500,1500373200,0.10468916749416665
HU7578,ZUH,HAK,1500540000,1500543600,0.008516476872444678
HU7592,XIY,XNN,1500983400,1500988800,0.015089430748559916
CZ3121,CAN,PEK,1499392800,1499404500,0.05878921997734577
CZ3873,CAN,HFE,1500629100,1500636900,0.047639016829649765
CZ3801,CAN,HGH,1500804600,1500812400,0.0892903844638949
CZ3508,NKG,CAN,1500982200,1500990000,0.01245032579732963
CZ3874,HFE,CAN,1501158600,1501166100,0.008178196921147492
CZ3874,HFE,CAN,1501245000,1501252500,0.017960912029992573
MU564,PVG,PEK,1500009000,1500017700,0.1371666878378871
CZ3901,PEK,KMG,1499216700,1499229000,0.032095323440239056
CZ3998,KMG,PEK,1499217300,1499229300,0.02903966023468632
CZ3998,KMG,PEK,1499303700,1499315700,0.030168637659382293
CZ6162,CTU,PEK,1499833800,1499844000,0.03626500551990688
CZ3902,KMG,PEK,1500011100,1500023700,0.14883478171378434
CZ6159,PEK,KMG,1500187800,1500200400,0.02856634061138027
CZ3997,PEK,KMG,1501068600,1501081800,0.03909185958125966
CZ3761,ZUH,WUH,1499040900,1499047200,0.024745583796048125
CZ3665,ZUH,HFE,1499129400,1499137200,0.020460446494912486
CZ3829,CAN,HGH,1500714600,1500722400,0.14074992575261583
CZ3882,HGH,ZUH,1501245300,1501253100,0.01130785801204291
CZ3788,KWE,ZUH,1501419600,1501424700,0.00672774549323663
CA1269,PEK,KRL,1498951500,1498966500,0.01595352776060192
CA1843,PEK,HFE,1500009900,1500017100,0.057338545130972716
CA977,PEK,XMN,1500188100,1500199500,0.02349962027362398
CA1807,PEK,FOC,1500452700,1500462900,0.05685859826272155
CA1825,PEK,CZX,1500715800,1500723300,0.06031784622084255
MF8153,XMN,HGH,1498865400,1498870500,0.014613797060732054
MF8571,XMN,TNA,1499043300,1499051700,0.018379586478183805
MF8571,XMN,TNA,1499302800,1499310900,0.06728275233866939
MF8111,XMN,NKG,1499835300,1499841300,0.02663791393593394
MF869,CGO,XMN,1500185400,1500192900,0.009194776356328715
MF8042,TNA,FOC,1500361200,1500368700,0.1120008853198172
MF8367,FOC,SZX,1500629400,1500634500,0.03880939771504169
MF8114,PEK,JJN,1500714900,1500725700,0.01347907315812044
MF8222,XIY,NKG,1500982500,1500989100,0.014783924979115449
MF8131,JJN,PEK,1501421400,1501431300,0.09012301251584454
KN5519,NAY,LDS,1498953000,1498961700,0.017581400742848956
KN5952,FUO,SQD,1499571000,1499577300,0.04092293462239652
KN5632,ENY,NAY,1500099300,1500105000,0.012311479792466268
KN5952,SQD,NAY,1500184800,1500193200,0.03694716399636918
KN2981,NAY,YIE,1500451200,1500458700,0.11182364414972261
KN5951,NAY,SQD,1500540000,1500548700,0.13725101191110908
KN5210,BFJ,NAY,1500981900,1500991500,0.3685363200875168
MU5459,HET,WUA,1499394600,1499399400,0.014293813890618585
MU5460,WUA,HET,1499748000,1499752800,0.03186889803298568
MU5460,WUA,HET,1499834400,1499839200,0.03502070436288836
MU5460,HET,SHA,1500101400,1500111000,0.04698210122940591
MU5580,FOC,SHA,1501246200,1501251300,0.04435867425581789
CZ3504,SHA,CAN,1500983100,1500991800,0.014367435195873704
CA1858,SHA,PEK,1498866900,1498875000,0.020845006880458237
CA1590,SHA,PEK,1499043300,1499051400,0.03357565134114002
CA986,PEK,CKG,1501157100,1501167900,0.08071950892356937
HU7861,XIY,HGH,1499127600,1499135400,0.018772997089037805
HU7816,PVG,CSX,1499570700,1499578200,0.014048843477009212
HU7145,PEK,URC,1500184800,1500199500,0.04763957905036495
HU7681,HAK,AQG,1500276600,1500285000,0.012226547147411808
HU7656,XIY,CAN,1500630300,1500640200,0.05548474889513467
HU7755,SZX,CGO,1500717300,1500726600,0.021491183353429952
HU7322,CAN,SYX,1500982500,1500987900,0.0662764356313856
HU7881,NNG,PEK,1501159500,1501170900,0.07120809941113077
HU7052,CAN,TYN,1501510500,1501520700,0.09479050240249423
FM914U,PVG,YCU,1498953000,1498960200,0.014804421184405303
FM9367,PVG,SHE,1499043000,1499052300,0.04358436191018911
FM9280,FUG,SHA,1499304300,1499308500,0.05387824643209552
FM9246,KHN,SHA,1499393400,1499398500,0.009386162499406938
FM9538,SYX,SHA,1499570100,1499581200,0.0332280536215485
FM9296,CGO,HGH,1500011700,1500017400,0.05026257040142114
FM9400,CSX,SHA,1500807000,1500813600,0.006785740568202728
CA4451,CTU,LJG,1498952700,1498959000,0.0113467659828681
CA4209,CTU,LHW,1499304600,1499310000,0.017767709515465583
CA4160,KRL,CTU,1499395500,1499408400,0.035254200924544246
CA454Z,XMN,CTU,1500008400,1500015000,0.2422331988761493
CA4165,KWE,PEK,1500452400,1500462900,0.03282106819371342
CA4212,XNN,CTU,1500804600,1500810300,0.014546327938175126
CA404,CTU,INC,1501510500,1501517700,0.05297403876772982
MU5466,KHN,PVG,1498863900,1498869900,0.020426212951228928
MU5608,SHE,HIA,1499217900,1499224800,0.017922214498425616
MU5470,KMG,KHN,1499395800,1499404500,0.00998258484144493
MU517T,PEK,KHN,1499480100,1499487300,0.062174598365224265
MU2240,XIY,KHN,1500100200,1500107400,0.0057138716659322535
MU5187,KHN,PEK,1500186600,1500195900,0.02619034828642792
MU5628,DLC,PVG,1500539700,1500546000,0.01562754137631778
MU5188,PEK,KHN,1500806100,1500815700,0.07132149944239562
MU5188,PEK,KHN,1500892500,1500902100,0.043327610567788846
MU5231,KHN,CAN,1501067400,1501073700,0.009319896898675569
ZH9951,SZX,MIG,1498863900,1498872900,0.024793245333230386
ZH9321,SZX,SYX,1498952400,1498957500,0.019764985419638635
ZH9871,SZX,HGH,1499218800,1499226000,0.0340589737418341
ZH9387,CGO,DLC,1499571300,1499579100,0.012072164561248539
ZH9359,NNG,JJN,1499833800,1499840700,0.018033311497240016
ZH9388,DLC,CGO,1500100500,1500107100,0.0082416482712759
ZH9223,XIY,LHW,1500186000,1500190800,0.007214877962709302
ZH9225,XIY,INC,1500717000,1500721200,0.0887309298205703
ZH9827,CAN,WUX,1501420500,1501429800,0.030780768097858024
CA1209,PEK,XIY,1499480400,1499488200,0.036408004892951366
CA1563,PEK,HGH,1500451800,1500459900,0.012425413876527054
CA1221,PEK,LHW,1500537900,1500547200,0.06369874589716686
CA1440,CKG,PEK,1500804900,1500814500,0.05931217993350294
MU5335,PVG,SZX,1499303400,1499312700,0.06217918318875737
MU5525,YNT,MDG,1499832000,1499837700,0.019466266607312877
MU5666,XMN,SHA,1499924400,1499930700,0.5487491890109268
MU2420,NNG,HFE,1500274800,1500282600,0.05836466060395004
MU5622,DLC,PVG,1500982200,1500988800,0.037172793032624545
3U8946,INC,CTU,1498863600,1498870800,0.01600076845179523
3U8882,PEK,CTU,1499656800,1499668500,0.010980972775065705
3U8892,PEK,CTU,1501511400,1501522800,0.024990207128000787
CZ3523,CAN,SHA,1499126400,1499135100,0.037964334753875104
CA1590,SHA,PEK,1499129700,1499137800,0.030523623661980068
CA986,PEK,CKG,1501243500,1501254300,0.033207561757452014
ZH9452,KMG,CAN,1499216700,1499224200,0.03165395137730542
ZH9452,KMG,CAN,1499303100,1499310600,0.03042792784027065
ZH9301,SZX,CGO,1499481300,1499490600,0.04485066811635389
ZH9239,LHW,URC,1500010200,1500019800,0.008777863928497049
ZH9684,NTG,CAN,1500716700,1500725400,0.10910250106072739
ZH9451,CAN,KMG,1501243500,1501253100,0.04457525598200276
CA1773,HGH,GYS,1498952400,1498963200,0.023031413951828644
CA1749,HGH,KWE,1499304600,1499313600,0.037568967032809805
CA1753,HGH,KMG,1500276300,1500287700,0.02281921204638792
CA1763,HGH,TYN,1500629700,1500638100,0.1331873443868709
CA1322,CAN,PEK,1500010200,1500021600,0.23444280406781437
CA1384,SZX,PEK,1500361200,1500372900,0.19349685045879528
CA1962,NNG,PVG,1499570100,1499579700,0.03201045859429486
CA1973,PVG,HAK,1500274800,1500285600,0.12144621135878957
CA195Z,CTU,PVG,1500275100,1500284100,0.03992823291415776
MF8153,XMN,HGH,1498951800,1498956900,0.015371043428861232
MF8491,XMN,CKG,1499655900,1499665500,0.008217761343974332
MF8521,XMN,SHA,1499833800,1499840100,0.03472313256268655
MF873,DLC,XMN,1499923500,1499934300,0.012086331941879325
MF8584,ZUH,FOC,1500276300,1500281700,0.06352764678969647
MF8488,CSX,JJN,1500363000,1500368100,0.02412154464467319
MF8239,TSN,XIY,1500630000,1500637200,0.08245893153444914
MF8604,HET,TSN,1500806400,1500811500,0.08176085440928976
MF8048,HRB,TAO,1500892800,1500900000,0.0216004136275242
MF8416,CKG,HGH,1500982200,1500990600,0.012106135607069973
MF8698,HGH,DLC,1501068300,1501075800,0.009205169945455402
MF8416,CKG,HGH,1501068600,1501077000,0.033202335036025134
CA1557,PEK,SHA,1499571000,1499578800,0.056768503007795235
CA1635,PEK,SHE,1500540900,1500546300,0.289390361554102
CA1222,LHW,PEK,1500983100,1500991200,0.016667314988738757
CA1502,SHA,PEK,1499658900,1499667000,0.1935430667689582
CA1322,CAN,PEK,1499923800,1499935200,0.0801562189871234
CA1266,XNN,PEK,1501243200,1501251900,0.018209636262662064
CA1431,PEK,CKG,1499040000,1499050800,0.02075004556545262
CA4107,CTU,PEK,1499479200,1499489100,0.028792787727267462
MU2542,WUH,CAN,1498951800,1498958400,0.03512627071628773
MU2477,WUH,SZX,1499126400,1499132700,0.025911124242902324
MU2683,HET,XIL,1499657700,1499661900,0.018250936806193857
MU2494,WUH,WNZ,1500187500,1500192600,0.00621461122439942
MU2613,INC,URC,1500277500,1500289200,0.006814473595582565
MU2691,WUH,PVG,1500361500,1500367200,0.03782681303699188
MU2509,WUH,SHA,1500714900,1500720600,0.0077693743857880715
MU2211,UYN,HRB,1499395500,1499405100,0.029813765729898443
MU2345,XIY,ENY,1499481300,1499484300,0.03924690828081269
MU2271,XIY,CGQ,1499748900,1499760900,0.044492331931563045
MU291,XIY,PVG,1499923800,1499931900,0.029748567896426523
MU2059,XIY,TAO,1500185700,1500193800,0.019032731190374394
MU2216,DNH,XIY,1500363000,1500371100,0.008559976169866621
MU2169,DNH,XIY,1500363000,1500371100,0.03959855810771483
MU2138,XIY,DSN,1501243200,1501248000,0.03446540889754968
MU2365,XIY,DSN,1501243200,1501248000,0.036788427532097136
MU9644,HRB,XIY,1501333500,1501346400,0.10162436192482024
MU9644,HRB,XIY,1501420500,1501432800,0.011511015084083904
CA1831,PEK,SHA,1498865400,1498873200,0.03021105067871327
CA1416,CTU,PEK,1500185700,1500195600,0.01763322961471172
CZ3402,CTU,CAN,1499658600,1499667300,0.019687614868545478
MU5623,PVG,DLC,1499128200,1499136000,0.02423253628528584
MU216,NKG,KMG,1500453000,1500463500,0.047041608751749404
CA983,SZX,PEK,1500363900,1500375900,0.44792215356606757
CA1305,PEK,SZX,1500891900,1500904200,0.17388848501357365
CA1307,PEK,SZX,1501244700,1501256700,0.05764810758740417
CZ3531,CAN,SHA,1499392800,1499401500,0.07652903216939948
CZ3524,SHA,CAN,1499572200,1499580600,0.04287410088962071
CZ3109,CAN,PEK,1500184800,1500196200,0.09249982744130616
CZ3571,CAN,SHA,1500274800,1500283500,0.11187472095193131
CZ3582,SHA,CAN,1501159800,1501168200,0.36470365083929174
CZ3701,CAN,TYN,1498866900,1498876800,0.021352494642866884
CZ3133,CAN,TSN,1499127900,1499139000,0.03699022505170195
CZ3742,XMN,CAN,1500187500,1500192600,0.07339890854033512
CZ3135,CAN,TSN,1500363900,1500375300,0.10418370364316636
CZ3647,CAN,FOC,1500982800,1500988800,0.018159222661106436
HU7040,CKG,HAK,1499303700,1499311200,0.04171051091246875
HU7794,KHN,PEK,1499658000,1499666100,0.014611163144239889
MU5695,PEK,LYA,1499835300,1499842200,0.037127338339598456
CA1858,SHA,PEK,1498953300,1498961400,0.017763411700095284
JD538R,XMN,HAK,1499480400,1499486100,0.026765782463821056
JD5508,NNG,HGH,1500187800,1500196200,0.021585509714306377
JD5612,SHE,NGB,1500981300,1500990300,0.015910866910837013
MU5110,PEK,SHA,1499745600,1499754300,0.02220773046227153
MU5109,SHA,PEK,1499832000,1499840100,0.04619263349653454
MU5355,SHA,SZX,1500892200,1500900900,0.05173725817102561
MU5125,SHA,PEK,1501243200,1501251900,0.09156216668169846
MU5331,SHA,PEK,1501333200,1501341900,0.5061800200207393
CA1306,SZX,PEK,1499129700,1499141100,0.04065305441691256
CA1901,PEK,URC,1499304600,1499319600,0.031541204120769946
CA1430,CKG,PEK,1499748900,1499758800,0.0276446032930004
CA1368,SZX,PEK,1500185100,1500196200,0.046869226201929425
CA1358,SZX,PEK,1501243200,1501254600,0.033976288166886914
HO1075,TAO,NBS,1499218200,1499225400,0.01954241292910023
HO1062,XFN,PVG,1499482200,1499488500,0.05023823590873215
HO1071,CSX,LJG,1500275100,1500283200,0.0076859527767755885
HO1162,DLC,PVG,1501159200,1501166400,0.048953254760453334
MU756,KMG,PVG,1499217600,1499228700,0.03449185472050408
MU5844,CTU,KMG,1500011400,1500017100,0.03761863690520391
MU7182,PEK,KMG,1500186300,1500199200,0.027486722246462116
MU5853,KMG,CTU,1500630900,1500636900,0.9632868578036949
MU5706,PEK,KMG,1500806400,1500819300,0.539120915752112
MU5706,PEK,KMG,1500892800,1500905700,0.09273558901752882
CA1310,CAN,PEK,1499040300,1499051400,0.034006903849677125
CA1330,CAN,PEK,1499481000,1499492400,0.07153730217978096
CA1329,PEK,CAN,1501419600,1501431600,0.07255767284486443
CA4402,LXA,CTU,1499395800,1499403000,0.0061468566848597705
CA4108,PEK,CTU,1500098400,1500110100,0.04515459641342215
CA4111,LXA,CTU,1500452400,1500459900,0.010234579727477447
CA4110,PEK,CTU,1500980400,1500991800,0.08913427035479518
CA4110,PEK,CTU,1501066800,1501078200,0.02382488211442347
CA4106,PEK,CTU,1501156800,1501168200,0.037585262443309654
CZ6161,PEK,CTU,1499040300,1499051400,0.025605263212618582
CZ3101,CAN,PEK,1499126400,1499137800,0.041841332261309795
CZ6183,PEK,CTU,1499656200,1499667300,0.03852808125077429
CZ3114,PEK,CAN,1501421400,1501434000,0.13456498661628075
CA1609,PEK,CGQ,1498866300,1498873500,0.025311730888165112
CA1836,PVG,PEK,1500981000,1500989700,0.059006006415905934
CA1836,PVG,PEK,1501067400,1501076100,0.048465545995414146
HU7382,PEK,HAK,1499126400,1499140200,0.03669347861056204
HU7255,SZX,CGO,1500278100,1500287700,0.1461985594730477
CA130X,CAN,PEK,1499302800,1499313600,0.049033525825023495
CA1303,PEK,SZX,1500009600,1500021900,0.29672134940676265
CA1584,SHA,PEK,1500983100,1500991500,0.042579480833042326
CA1512,KHN,PEK,1500362400,1500371100,0.968255065825395
CA1304,SZX,PEK,1500804000,1500815400,0.1789125874408357
MU727,PEK,NKG,1500277500,1500285600,0.09103118475588343
CA1835,PEK,PVG,1499126400,1499134500,0.05295348076511661
CA4102,PEK,CTU,1499655600,1499667000,0.03941149676521083
CA1439,PEK,CKG,1500184800,1500195600,0.022043432990432394
CA983,SZX,PEK,1500277500,1500289500,0.08027520216827523
CA1314,SZX,PEK,1500537600,1500549000,0.17572113896795563
MF8281,CSX,TNA,1498863900,1498870800,0.01423116535528097
MF819Y,CSX,PEK,1498950000,1498958700,0.017468110970707423
MF8338,WUH,XMN,1499395500,1499400900,0.026506657013065895
MF8175,TAO,HET,1499481900,1499488800,0.017253704797940025
MF8029,TAO,SHE,1499655600,1499661000,0.005556334166424242
MF8026,HGH,CSX,1500629400,1500636300,0.01190267675315554
MF8190,HLD,PEK,1501335900,1501344600,0.9767970800337699
MF8196,TYN,HGH,1501420200,1501427700,0.06158837554680799
CZ3099,CAN,PEK,1499216400,1499228100,0.05071525167215397
CZ3104,PEK,CAN,1500363000,1500375600,0.1174781441157614
CA1856,SHA,PEK,1501246500,1501254600,0.020669443898152406
CA4118,PEK,CTU,1501333200,1501344600,0.02471390008010454
CZ3316,HGH,NNY,1499394000,1499400300,0.01453075175960629
CZ3703,CAN,TYN,1500714600,1500724500,0.23126958611776902
CZ3801,CAN,HGH,1500891000,1500898800,0.12500984892892766
CZ3236,SHA,CAN,1500364200,1500372600,0.08715496000179038
CZ3100,PEK,CAN,1500805800,1500818100,0.3019786980572313
